大学名,HP,カテゴリ,監督氏名,部員数,新４年人数,新３年人数,新２年人数,新１年人数,24新入部員,25新入部員,22J内定,23J内定,24J内定,24デンソー出場,25デンソー出場,部員主な学部,面数,部員寮,施設特記事項,スポーツ推薦有無,スポーツ推薦基準評定,スポーツ推薦受入人数,セレクション有無,セレクション時期,一般入部可否,入部条件,推薦条件など　他,PLAYMAKERコメント
東京経済大学,https://tku-fc.wixsite.com/tokyokeizaifootball,関東３部 (https://www.notion.so/475a7cac590f4eb391c783f1e48a01e7?pvs=21),池田 裕之,112,10,28,34,40,,,0,0,0,0,0,経済学部、経営学部等,1,なし,,有,3,5,有,夏,可,スポーツ推薦5枠程度 / 入学できれば入部可,全国大会出場 / 都道府県ベスト4以上,2023年関東3部昇格。攻撃的サッカーを標ぼうし、近年力を付けている大学。スポーツ推薦の枠は少ないが、入学できれば入部可能寮がなく、規律が厳しいイメージはあまりなく、指導者も少ないことから主体的に動ける選手におすすめしたい
共栄大学,https://sc.footballnavi.jp/kyoei-fc/,関東３部 (https://www.notion.so/475a7cac590f4eb391c783f1e48a01e7?pvs=21),小野  浩二,109,15,23,40,31,,,0,0,0,0,0,国際経営学部,1,なし,,有,,30,有,夏,不可,練習参加で入試前に合格必要(30名程度),特待あり,2023年関東3部昇格。近年選手集めにも力を入れており力をつけている。サッカー部としてジュニアスクールやJYを立ち上げておりそこの指導や運営に携わることも可能になっているため、プレーに限らず、マネジメントや指導も経験できる。2023年は関東3部で苦しんだ末になんとか残留。夏より明治大学でも指導をしていた小野氏がTOPチーム指導にあたる。
関西学院大学,https://kgusoccer.com/,関西１部 (https://www.notion.so/b07a968360ae46cfb5e931799ee3931e?pvs=21),早﨑 義晃,116,38,36,22,20,https://web.gekisaka.jp/news/university/detail/?404337-404337-fl,,5,5,0,2,4,人間福祉学部、法学部、社会学部等,1,なし,,有,3.3,8,無,,条件有,スポーツ推薦(10枠程度) or 入学後コンディションチェックあり,全国出場 / 都道府県大会ベスト8以上,関西の超名門校。選手の自主性を重んじ、学生主体を体現。ピッチ内外での意識は相当高く、日本一も目指して活動をしている。スタッフが多いわけではないが、学生スタッフも含めて、高い志を持って活動している。意識が高い中で成長したい選手にはうってつけの環境。コンダクターという「選手の中から毎年1人必ず主務を選ぶ（選手兼任は不可）」という取り組みがあり、仲間や環境に感謝の気持ちを口にする選手が多い
阪南大学,https://www.hannan-u.ac.jp/club/st9plj00000010yt.html,関西１部 (https://www.notion.so/b07a968360ae46cfb5e931799ee3931e?pvs=21),朴 成基,204,36,35,64,69,https://web.gekisaka.jp/news/university/detail/?406894-406894-fl,,2,1,2,1,3,経済学部等,2.5,全寮制,,有,,35,無,,可,スポーツ推薦 or 入学後セレクションあり,都道府県大会ベスト4以上,関西の強豪校。やんちゃ選手が多いが、テクニックが抜群に優れた選手が多く、テクニカルな攻撃的サッカーを目指す。グラウンド敷地内にクラブハウスも併設され、トレーニング施設も完備。6カテゴリーに分かれ活動しており、Jリーガーも毎年多く輩出している。現在はスカウティングに力をいれるよりも、阪南でサッカーをやりたいという選手の受入れに力をいれている
関西大学,https://kufc1921football.com/index.html,関西１部 (https://www.notion.so/b07a968360ae46cfb5e931799ee3931e?pvs=21),前田 雅文,157,40,43,42,32,https://web.gekisaka.jp/news/university/detail/?404352-404352-fl,,2,5,2,4,3,政策創造学部、社会学部等,2,なし,,有,3.4,8,無,,条件有,スポーツ推薦 or 入学後セレクションあり,全国大会出場 / 都道府県大会ベスト4以上,関西の超名門校。100年以上の歴史を持ち、200名の大所帯ながら一致団結して闘う全員サッカーを標ぼうするクラブであり、規律もしっかりしている。サッカースクールを運営していたりとオフザピッチでの活動も活発。試合の際の応援の凄さはチームの一体感を如実に表している。監督は元Jリーガー
大阪体育大学,https://www.ouhs.jp/ouhs-athletics/menssoccer/,関西１部 (https://www.notion.so/b07a968360ae46cfb5e931799ee3931e?pvs=21),松尾 元太,230,230,,,,https://web.gekisaka.jp/news/university/detail/?404334-404334-fl,,2,2,3,4,1,体育学部、教育学部,1,あり,定員あり,有,3,11,無,,条件有,スポーツ推薦 or 入学後セレクションあり,全国大会など / 受験前に事前面談必要,関西の超名門校。体育教員を多く輩出している体育大学。プレーはもちろん、指導法を学ぶ機会も充実しており、指導者や教員を目指す選手にはうってつけの環境。伝統として守備を重んじており、身体操作などにもフォーカス。対人トレーニングで鍛錬している。選手のレベルは高く、争いも熾烈。監督はプロ経験がある30代半ばの松尾氏で熱心に指導している。Cチーム以下は学生のみで活動しており、Bチーム入りを目指し切磋琢磨している
甲南大学,https://konansoccer.com/,関西１部 (https://www.notion.so/b07a968360ae46cfb5e931799ee3931e?pvs=21),竹口 清一,108,22,24,29,33,https://web.gekisaka.jp/news/university/detail/?408233-408233-fl,https://college-soccer.info/archives/2366,0,0,1,0,0,マネジメント創造学部、経営学部等,1,なし,,有,3.3,6,無,,可,スポーツ推薦 or 誰でも入部可,全国大会出場 / 都道府県大会ベスト8以上,スポーツ推薦枠は少ないものの、まじめな選手が多く、学生が主体となり運営をしている。近年関西1部での活躍していたが、2022年に降格が決定。六甲アイランドにグラウンドを有し、環境も整っている。2023年からはヴィッセル神戸のアカデミーで指導していた竹口氏が監督に就任。
京都橘大学,https://sc.footballnavi.jp/ktfc2016/,関西１部 (https://www.notion.so/b07a968360ae46cfb5e931799ee3931e?pvs=21),橋詰 広太郎,94,23,21,18,32,https://web.gekisaka.jp/news/university/detail/?400105-400105-fl,https://college-soccer.info/archives/2371,0,0,0,0,0,経済学部、経営学部等,1,なし,専用グラウンド新設,有,3,20,有,春,不可,スポーツ推薦 or 入試前の練習参加で合格必要,全国大会レベル以上,近年急速に力を付けている、新興勢力。グラウンド新設され環境も整っている。（https://www.ntssports.co.jp/achievement/kyoto-tachibana-stadium/）京都橘高校からだけではなく強豪高校から選手が入学監督は京都橘高校でコーチを務めていた橋詰氏。その他スタッフもJクラブ指導経験者もおり充実。今後1部昇格の期待もあり、注目校
京都産業大学,https://www.ksu-sc.net/,関西１部 (https://www.notion.so/b07a968360ae46cfb5e931799ee3931e?pvs=21),吉川 拓也,81,19,21,21,20,https://news.yahoo.co.jp/articles/ba4ea22e44e6198f91d913d27569b2517946785c,https://college-soccer.info/archives/2420,0,4,2,3,4,経営学部、現代社会学部等,1,あり,体育寮/選考あり,有,3,8,無,,条件有,スポーツ推薦 or 入学後セレクションあり,全国大会出場 / 都道府県大会ベスト8以上,関西の中でも特にテクニカルなプレースタイルを実践している大学。近年は人数は少しずつ絞っている。選手のクオリティがとても高い。監督の入れ替わりも定期的にあるが、根本のスタイルは大きくぶれずに強化している。コンセプトがしっかりしているのでそれに合う選手は成長できるので試合映像は要チェック
大阪学院大学,https://www.ogu.ac.jp/club/soccer/,関西１部 (https://www.notion.so/b07a968360ae46cfb5e931799ee3931e?pvs=21),實好 礼忠,219,47,42,38,92,https://web.gekisaka.jp/news/university/detail/?401518-401518-fl,https://college-soccer.info/archives/2399,2,0,3,2,1,経済学部、経営学部等,1,あり,,有,,30,有,夏,条件有,スポーツ推薦 or 入学後セレクションあり,全国大会出場 / 都道府県大会ベスト8以上,2022年に元ガンバ大阪の實好氏が監督に就任。パワフルな選手が多く、夏の総理大臣杯でも準優勝と躍進した。部員数もとても多く、すこしやんちゃな選手が多い印象。自分の軸をもって高いレベルの指導を受けたい選手にはおすすめ。
同志社大学,https://www.doshisha-soccer.com/,関西１部 (https://www.notion.so/b07a968360ae46cfb5e931799ee3931e?pvs=21),望月 慎之,132,39,33,30,30,https://web.gekisaka.jp/news/university/detail/?403602-403602-fl,,2,0,0,3,2,商学部、社会学部等,1,なし,,有,3.2,5,無,,条件有,スポーツ推薦 or 入学後セレクションあり,全国大会出場,創部120年以上の歴史をもつ伝統校。選手の自主自立の精神を育み、学生スポーツを牽引することを目指している。真面目な選手が多い印象で、委員会活動なども盛ん。サッカーをするだけにとどまらず、人としての成長を目指している。
大阪経済大学,https://www.osaka-ue.ac.jp/campus/club/club01/football.html,関西１部 (https://www.notion.so/b07a968360ae46cfb5e931799ee3931e?pvs=21),大石 篤人,109,27,20,28,34,https://web.gekisaka.jp/news/university/detail/?400521-400521-fl,https://college-soccer.info/archives/2402,1,0,3,0,1,経済学部、経営学部等,1,なし,,有,3.2,8,無,,条件有,スポーツ推薦 or 入学後セレクションあり,全国大会出場,Jリーグで監督経験もある大石氏が実質TOPチームを指導。縦に早く、フィジカルを全面に押し出したサッカーを展開している。スポーツ推薦では西日本のJ下部組織選手が多く入部している。近年1部と2部を行き来することが多い印象だが、指導体制も変わり、どうなるか。
関西福祉大学,http://kusw-soccer.jp/,関西１部 (https://www.notion.so/b07a968360ae46cfb5e931799ee3931e?pvs=21),中田 洋平,91,25,18,29,19,https://web.gekisaka.jp/news/university/detail/?402015-402015-fl,https://college-soccer.info/archives/2412,1,1,0,0,0,社会福祉学部、教育学部等,1,なし,,有,3,20,有,夏,条件有,スポーツ推薦 or 入学後セレクションあり,全国大会出場 / 都道府県大会3位以上,創部も浅く、元Ｊリーガーが指導にあたり近年力をつけている大学。全員攻撃・全員守備でスピーディーなサッカーを展開。スタッフも若く、熱く指導している。立地は少し悪いが、体育の教員免許も取得できることもあり今後も人気がでそうな大学
桃山学院大学,https://st-andrew-fc.com/,関西１部 (https://www.notion.so/b07a968360ae46cfb5e931799ee3931e?pvs=21),松本 直也,134,27,44,33,30,https://web.gekisaka.jp/news/university/detail/?404350-404350-fl,,0,1,1,0,0,経営学部、経済学部等,1,なし,,有,3,14,有,入学後,条件有,スポーツ推薦 or 入学後セレクションあり,全国大会出場 / 都道府県大会ベスト8以上,監督の松本氏はS級保持者でユニバーシアード日本代表の監督も務めた経験をもつ。その他スタッフも元Jリーガーが多く、しっかりとした体制。近年は入学後のセレクションを実施して、少しずつ人数を絞る方向にシフトチェンジしている印象。
びわこ成蹊スポーツ大学,https://biwako-seikei.jp/club/soccer_m/soccer_m.php,関西２部 (https://www.notion.so/00b188f39d314581ba0263f9c67cbd8f?pvs=21),望月 聡,272,50,72,78,72,https://web.gekisaka.jp/news/university/detail/?404600-404600-fl,,1,3,0,1,0,スポーツ学部,2,あり,全国TOPレベル,有,3,20,有,春,可,スポーツ推薦 or 誰でも入部可,全国大会など / 受験前に事前面談必要,"「No Football,No life」のモットーのもと、プレーだけではなく多角的にサッカーを学んべる環境が整っているスポーツ系大学。現場はもちろん、スポーツビジネスの舞台で活躍するOBも多く、スポーツ業界に興味がある選手にはおすすめ。監督はユーモアを交えながら選手と交流を深めてくれる印象で、なでしこジャパンでスタッフも務めた経験をもつ。安定してプロを輩出しているが人数は多く、グラウンドの数に限りがあるため環境の確認は必須。"
立命館大学,https://www.rusc-1953.com/,関西２部 (https://www.notion.so/00b188f39d314581ba0263f9c67cbd8f?pvs=21),池上 礼一,120,23,25,33,39,https://web.gekisaka.jp/news/university/detail/?409040-409040-fl,,0,0,3,2,0,経営学部、スポーツ健康学部、法学部等,1,なし,,有,3.2,10,無,,条件有,スポーツ推薦 or 入学後セレクションあり,全国大会出場 / 国体出場,学生主体での部運営をしており、カテゴリーごとに選手同士で高め合いながら活動している。自分としっかり向き合ってやりきりたい選手におすすめ。監督は2024年より明治大学や立教大学で指導に当たっていた池上氏が就任。スタッフは少ないが学生主体を軸にしながら学生にアプローチし指導している。
大阪産業大学,https://www.osufc.net/,関西２部 (https://www.notion.so/00b188f39d314581ba0263f9c67cbd8f?pvs=21),安里 晃一,204,41,50,58,55,https://web.gekisaka.jp/news/university/detail/?404589-404589-fl,,0,1,0,0,0,スポーツ健康学部等,1,なし,,有,2.7,,無,,可,スポーツ推薦 or 誰でも入部可,動画審査あり,監督はOBでJFLで活躍した安里氏が務めている。ボールを丁寧に繋ぎ、攻撃的なサッカーを志向している。入部制限がなく誰でも入部できることから部員数も多く、６つのカテゴリーで活動してる。近年は１部と２部を行き来しているがJリーガーも輩出しておりTOPチームのレベルは高い。
近畿大学,https://pando.life/kindai-soccer,関西２部 (https://www.notion.so/00b188f39d314581ba0263f9c67cbd8f?pvs=21),尾内 伸行,88,14,18,29,27,https://web.gekisaka.jp/news/university/detail/?405369-405369-fl,,0,0,0,0,0,経営学部等,1,なし,,有,,15,有,夏,条件有,,,不祥事があり、関西2部へ降格となったがコンプライアンスの強化をはじめ、大学はサッカーと学問に向き合うところと改めて位置づけチーム全体で再生に向けて取り組んでいる。部署制をとり、学生が中心となりボランティア活動や分析、フィジカル強化に努めている。OBにはプロ選手も多い。
大阪大学,https://osakaufc.web.fc2.com/,関西２部 (https://www.notion.so/00b188f39d314581ba0263f9c67cbd8f?pvs=21),前田 薫,70,15,17,22,16,,,0,0,0,0,0,経済学部、工学部等,1,なし,,無,,,無,,可,誰でも入部可,,国立大学ということもあり学生主体で活動をしている。そんな中でも監督は過去ガンバ大阪のアカデミーで指導していた前田氏がサポート選手の高い主体性でスポンサー獲得やリクルーティングにも取り組んでおり、まさしくピッチ内外でサッカーを通して成長できる環境
大阪商業大学,https://ouc.daishodai.ac.jp/club/sports/soccer.html,関西２部 (https://www.notion.so/00b188f39d314581ba0263f9c67cbd8f?pvs=21),中野 尊志,95,95,,,,,,0,0,0,0,0,経済学部、総合経営学部等,1,なし,,有,2.7,10,無,,可,,全国大会出場 / 都道府県大会ベスト8以上,過去6度の全国制覇経験を持つ、伝統校。近年は関西2部をメインに活動しているが、元国見高校の小嶺氏の母校でもある。現在の監督は大阪教育大学→筑波大学大学院卒の中野氏が務め、古豪復活に向けてチャレンジを続けている。
大阪教育大学,http://daikyodaisoccer.web.fc2.com/,関西２部 (https://www.notion.so/00b188f39d314581ba0263f9c67cbd8f?pvs=21),松原 英輝,45,12,11,12,10,https://web.gekisaka.jp/news/university/detail/?405856-405856-fl,,0,0,0,0,0,教育学部,1,なし,,有,3.5,4,無,,可,スポーツ推薦 or 誰でも入部可,全国大会出場,近畿地方で最大規模の教員養成大学として長くの歴史をもつ国立大学。国立ということもあり、年によってレベルが異なるが、近年1部所属経験あり。教育大らしく真面目な選手が多く、教員を志ながらサッカーに打ち込むに良い環境となっている。スポーツ科学専攻もあり指導も学べる。
龍谷大学,https://fc-ryukoku-univ-1968.jimdofree.com/,関西２部 (https://www.notion.so/00b188f39d314581ba0263f9c67cbd8f?pvs=21),原 正宏,42,14,17,11,,,,0,0,0,0,0,経済学部、経営学部等,1,なし,,有,3.3,,無,入学後,条件有,スポーツ推薦 or 入学後のセレクションあり,都道府県大会ベスト8以上,学生主体で活動をしているが入学後にセレクションも実施し、人数を絞り活動している。A級ライセンスやコンディショニングスペシャリストの資格を持つ小辻 一巳氏がテクニカルコーチとしてサポートしている。メンバー選考も含め選手が行っている。
関西国際大学,https://www.kuins.ac.jp/soccer/,関西２部 (https://www.notion.so/00b188f39d314581ba0263f9c67cbd8f?pvs=21),松岡 真吾,93,27,20,20,26,https://web.gekisaka.jp/news/university/detail/?404351-404351-fl,,0,0,0,0,0,人間科学部,1,あり,,有,,,無,,不可,入試前に練習参加で合格が必要,全国出場 / 都道府県大会ベスト8以上,2018年より大阪体育大の名誉監督である坂本氏が総監督を務め、大阪体育大OBを中心に指導に当たり強化を図っている。西日本を中心に強豪校から選手を集めている印象。部員も多くなく、2カテゴリーで活動している。5年計画をうたってり2023年1部昇格を目指す。
天理大学,,関西２部 (https://www.notion.so/00b188f39d314581ba0263f9c67cbd8f?pvs=21),,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
神戸学院大学,https://www.kobegakuin.ac.jp/activity/feature/club005.html,関西２部 (https://www.notion.so/00b188f39d314581ba0263f9c67cbd8f?pvs=21),下川 誠吾,49,49,,,,,,0,0,0,0,0,経済学部、経営学部等,2,なし,,有,3,15,有,夏,条件有,スポーツ推薦 or 入学後のセレクションあり,都道府県大会出場,近年成長が著しい大学。監督はイタリア留学の経験をもち、FC東京で監督通訳をはじめアルテリーヴォ和歌山でも監督経験がある河村氏。新人戦では関西3位に入る成績を収め、これからの成長に期待。大学としてヴィッセル神戸とパートナーシップ契約。インターン受入れなど関わりを持つ
追手門学院大学,https://www.footballnavi.jp/otemonsoccer/,関西２部 (https://www.notion.so/00b188f39d314581ba0263f9c67cbd8f?pvs=21),内田 昂輔,60,18,19,15,8,,,0,0,0,0,0,経済学部、経営学部等,1,なし,,有,3.2,,無,,条件有,入学後にセレクションあり,幅広く設定あり,2022に3部降格となったが1年で2部復帰を果たした。監督は九州共立大学でも指導していた米山氏。なでしこリーグでも指導していた経験をもつ。
大阪国際大学,http://club.oiu.ac.jp/club/soccer_men/,関西３部 (https://www.notion.so/45ea30d744814990b61a9fd65e7f87be?pvs=21),長野 崇,85,85,,,,,,0,0,0,0,0,人間科学部、経営経済学部等,1,なし,,有,,,,,,,,社会人基礎力を磨くことに力を入れており、学生主体での部運営をJクラブアカデミーで指導実績がある長野監督がサポートしている。専攻しているスポーツ科学に基づいたトレーニングをしながらも選手たち自身で戦術やプレースタイルを決める、特徴的な部運営を行っている。
芦屋大学,,関西３部 (https://www.notion.so/45ea30d744814990b61a9fd65e7f87be?pvs=21),,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
摂南大学,,関西３部 (https://www.notion.so/45ea30d744814990b61a9fd65e7f87be?pvs=21),,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
大阪信愛学院大学,,関西３部 (https://www.notion.so/45ea30d744814990b61a9fd65e7f87be?pvs=21),,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
大阪大谷大学,,関西３部 (https://www.notion.so/45ea30d744814990b61a9fd65e7f87be?pvs=21),,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
関西外国語大学,,関西３部 (https://www.notion.so/45ea30d744814990b61a9fd65e7f87be?pvs=21),,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
神戸大学,,関西３部 (https://www.notion.so/45ea30d744814990b61a9fd65e7f87be?pvs=21),,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
大阪公立大学,,関西３部 (https://www.notion.so/45ea30d744814990b61a9fd65e7f87be?pvs=21),,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
京都先端科学大学,,関西３部 (https://www.notion.so/45ea30d744814990b61a9fd65e7f87be?pvs=21),,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
流通科学大学,,関西３部 (https://www.notion.so/45ea30d744814990b61a9fd65e7f87be?pvs=21),,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
姫路獨協大学,,関西３部 (https://www.notion.so/45ea30d744814990b61a9fd65e7f87be?pvs=21),,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
京都大学,,関西３部 (https://www.notion.so/45ea30d744814990b61a9fd65e7f87be?pvs=21),,0,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
獨協大学,https://www.dokkyo.ac.jp/campuslife/students_association/list/athletic_division.html,Norte２部 (https://www.notion.so/Norte-d5d2b1f7aeca410481280965ac7d63a1?pvs=21),,102,102,,,,,,0,0,0,0,0,法学部、外国語学部等,1,なし,学内人工芝,無,,,無,,可,誰でも入部可,,2024年リーグ戦の結果、Norte2部へ降格。埼玉県内では学力的にも高く、有力選手が指定校などで入るケースが多い。これまで筑波大学院生が監督を務め、モダンなサッカーを展開しており、他大学からの評価も高い。文武両道をしていきたい選手にはおすすめ。チームの雰囲気はガチガチタイプというよりは学生メインで少しゆるめ
東京学芸大学,https://gakugeisoccer.wixsite.com/tgufc-official,関東３部 (https://www.notion.so/475a7cac590f4eb391c783f1e48a01e7?pvs=21),桐田 英樹,72,22,19,17,14,,,0,0,0,0,0,教育学部,1,なし,,無,,,無,,可,誰でも入部可,,2024年東京・神奈川1部へ降格。過去はアスリート入試などで数名のスポーツ推薦枠があったが、現在はなくなり入学を勝ち取る必要がある。教育系ということもあり、指導を行える環境や学生が部運営の中心を担っており、多角的にサッカーと関わることができる。
横浜商科大学,https://www.shodai.ac.jp/campuslife/club/soccer/,東京・神奈川チャレンジ (https://www.notion.so/10b526b15102802a9dbcdc728766ad7e?pvs=21),森 孝一,0,,,,,,,0,0,,0,0,,,なし,,無,,,無,,可,誰でも入部可,,
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
駒澤大学,https://komazawa-soccer.com/,関東２部 (https://www.notion.so/8dd308de341340b1bda48ee99560ed37?pvs=21),秋田 浩一,93,15,27,22,29,https://www.jufa-kanto.jp/news.php?kn=3753,,1,1,0,3,0,経済学部、法学部等,1,あり,,有,3,20,無,,条件有,練習参加で入試前に合格必要(20名程度),全国規模の大会への出場歴,フィジカル能力が高い選手を多く抱え、「縦に早いサッカー」を標榜し徹底している。元JリーガーでOBであるヘッドコーチを招聘しアップデートを図っている。サッカーを『すること』を通して成長を促すことに重きを置いている印象。
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
